id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-018895,CALDAS,Entidad 149,Licitacion publica,"298.860.313,58",2025-11-11
C-018896,ANTIOQUIA,Entidad 148,Licitacion publica,"21.004.996,50",2025-07-09
C-018897,BOGOTA D.C.,Entidad 007,Seleccion abreviada,"14.910.490,35",2025-12-23
C-018898,BOGOTA D.C.,Entidad 168,Contratacion directa,"11.726.875,29",2025-08-11
C-018899,CUNDINAMARCA,Entidad 040,Licitacion publica,"180.621.346,04",2025-02-03
C-018900,BOGOTA D.C.,Entidad 061,Seleccion abreviada,"136.851.830,47",2025-02-04
C-018901,BOYACA,Entidad 324,Minima cuantia,"5.653.006,35",2025-09-18
C-018902,BOYACA,Entidad 213,Contratacion directa,"17.401.486,41",2025-03-05
C-018903,BOGOTA D.C.,Entidad 243,Contratacion directa,"11.825.625,61",2025-11-17
C-018904,ANTIOQUIA,Entidad 355,Licitacion publica,"7.633.821,88",2025-08-07
C-018905,HUILA,Entidad 235,Seleccion abreviada,"49.405.332,73",2025-06-17
C-018906,BOGOTA D.C.,Entidad 373,Licitacion publica,"11.722.491,71",2025-09-02
C-018907,ANTIOQUIA,Entidad 142,Minima cuantia,"94.023.597,61",2025-12-06
C-018908,ANTIOQUIA,Entidad 204,Contratacion directa,"4.661.306,92",2025-01-04
C-018909,CESAR,Entidad 125,Seleccion abreviada,"12.350.100,12",2025-08-26
C-018910,BOGOTA D.C.,Entidad 104,Minima cuantia,"5.001.916,24",2025-11-19
C-018911,BOGOTA D.C.,Entidad 105,Seleccion abreviada,"52.941.046,98",2025-12-21
C-018912,QUINDIO,Entidad 210,Minima cuantia,"62.367.818,90",2025-04-15
C-018913,VALLE DEL CAUCA,Entidad 387,Seleccion abreviada,"47.091.181,56",2025-01-26
C-018914,ATLANTICO,Entidad 143,Licitacion publica,"9.262.747,17",2025-10-19
C-018915,ANTIOQUIA,Entidad 308,Licitacion publica,"39.823.884,41",2025-01-21
C-018916,ANTIOQUIA,Entidad 227,Contratacion directa,"275.141.344,47",2025-04-02
C-018917,VALLE DEL CAUCA,Entidad 254,Seleccion abreviada,"14.158.394,42",2025-11-14
C-018918,ANTIOQUIA,Entidad 213,Seleccion abreviada,"15.572.273,62",2025-01-13
C-018919,HUILA,Entidad 139,Minima cuantia,"50.909.063,68",2025-04-06
C-018920,ANTIOQUIA,Entidad 022,Minima cuantia,"65.481.147,35",2025-08-25
C-018921,BOLIVAR,Entidad 386,Licitacion publica,"174.126.023,46",2025-10-18
C-018922,VALLE DEL CAUCA,Entidad 385,Licitacion publica,"14.327.913,88",2025-09-27
C-018923,ANTIOQUIA,Entidad 041,Contratacion directa,"26.158.305,31",2025-07-22
C-018924,BOGOTA D.C.,Entidad 036,Contratacion directa,"16.167.789,09",2025-04-16
C-018925,AMAZONAS,Entidad 039,Contratacion directa,"13.133.449,91",2025-02-12
C-018926,ANTIOQUIA,Entidad 187,Minima cuantia,"35.054.163,48",2025-07-16
C-018927,ANTIOQUIA,Entidad 333,Minima cuantia,"35.414.232,55",2025-04-06
C-018928,BOGOTA D.C.,Entidad 309,Contratacion directa,"53.911.497,38",2025-01-14
C-018929,SANTANDER,Entidad 250,Seleccion abreviada,"12.095.322,78",2025-01-24
C-018930,BOGOTA D.C.,Entidad 325,Seleccion abreviada,"94.866.787,35",2025-02-25
C-018931,BOGOTA D.C.,Entidad 263,Seleccion abreviada,"131.918.369,48",2025-03-16
C-018932,ANTIOQUIA,Entidad 180,Licitacion publica,"20.394.473,96",2025-12-14
C-018933,SANTANDER,Entidad 278,Contratacion directa,"45.438.803,04",2025-10-24
C-018934,NARINO,Entidad 095,Licitacion publica,"119.587.118,56",2025-12-08
C-018935,BOGOTA D.C.,Entidad 061,Contratacion directa,"47.681.096,07",2025-11-15
C-018936,VALLE DEL CAUCA,Entidad 052,Licitacion publica,"31.738.811,17",2025-12-28
C-018937,AMAZONAS,Entidad 199,Seleccion abreviada,"82.049.508,19",2025-03-22
C-018938,ANTIOQUIA,Entidad 278,Minima cuantia,"12.583.748,54",2025-05-17
C-018939,HUILA,Entidad 330,Contratacion directa,"47.312.006,52",2025-05-16
C-018940,VALLE DEL CAUCA,Entidad 147,Seleccion abreviada,"5.502.651,42",2025-06-05
C-018941,BOLIVAR,Entidad 056,Contratacion directa,"33.619.624,84",2025-11-17
C-018942,BOGOTA D.C.,Entidad 036,Licitacion publica,"10.193.367,31",2025-09-05
C-018943,BOGOTA D.C.,Entidad 228,Contratacion directa,"34.629.960,99",2025-05-18
C-018944,BOGOTA D.C.,Entidad 111,Licitacion publica,"232.543.767,15",2025-10-08
C-018945,ANTIOQUIA,Entidad 082,Minima cuantia,"56.381.675,12",2025-02-26
C-018946,TOLIMA,Entidad 314,Seleccion abreviada,"66.593.838,16",2025-12-24
C-018947,ANTIOQUIA,Entidad 019,Minima cuantia,"177.195.799,51",2025-10-19
C-018948,SANTANDER,Entidad 155,Licitacion publica,"43.884.254,57",2025-11-13
C-018949,ANTIOQUIA,Entidad 126,Contratacion directa,"26.299.338,25",2025-08-10
C-018950,ANTIOQUIA,Entidad 267,Licitacion publica,"46.437.793,79",2025-05-25
C-018951,BOGOTA D.C.,Entidad 013,Seleccion abreviada,"14.040.828,42",2025-03-22
C-018952,BOGOTA D.C.,Entidad 354,Licitacion publica,"69.513.417,51",2025-08-23
C-018953,BOLIVAR,Entidad 119,Minima cuantia,"9.200.528,70",2025-01-28
C-018954,BOGOTA D.C.,Entidad 326,Minima cuantia,"20.765.829,26",2025-03-03
C-018955,CUNDINAMARCA,Entidad 043,Licitacion publica,"18.119.010,50",2025-08-26
C-018956,CESAR,Entidad 237,Licitacion publica,"32.045.660,39",2025-05-06
C-018957,ANTIOQUIA,Entidad 256,Minima cuantia,"4.303.966,08",2025-07-05
C-018958,CAUCA,Entidad 306,Contratacion directa,"30.586.931,81",2025-09-28
C-018959,ANTIOQUIA,Entidad 350,Contratacion directa,"46.492.842,03",2025-06-09
C-018960,BOLIVAR,Entidad 169,Minima cuantia,"131.790.313,86",2025-04-19
C-018961,CALDAS,Entidad 342,Seleccion abreviada,"34.466.788,81",2025-01-12
C-018962,VALLE DEL CAUCA,Entidad 351,Minima cuantia,"270.356.930,06",2025-07-06
C-018963,ANTIOQUIA,Entidad 021,Seleccion abreviada,"15.825.865,67",2025-04-10
C-018964,CAUCA,Entidad 237,Contratacion directa,"7.044.124,14",2025-02-03
C-018965,BOGOTA D.C.,Entidad 273,Minima cuantia,"12.106.644,54",2025-05-19
C-018966,BOGOTA D.C.,Entidad 395,Seleccion abreviada,"13.058.834,55",2025-12-02
C-018967,ANTIOQUIA,Entidad 052,Licitacion publica,"33.971.823,99",2025-01-13
C-018968,ATLANTICO,Entidad 268,Licitacion publica,"1.232.101,44",2025-03-06
C-018969,SANTANDER,Entidad 240,Licitacion publica,"23.721.321,54",2025-09-02
C-018970,BOGOTA D.C.,Entidad 204,Seleccion abreviada,"53.754.054,01",2025-07-20
C-018971,RISARALDA,Entidad 392,Seleccion abreviada,"7.675.065,99",2025-07-18
C-018972,ANTIOQUIA,Entidad 053,Seleccion abreviada,"4.524.427,21",2025-01-17
C-018973,ANTIOQUIA,Entidad 278,Contratacion directa,"7.872.262,03",2025-12-03
C-018974,ANTIOQUIA,Entidad 137,Licitacion publica,"81.275.703,21",2025-03-21
C-018975,CUNDINAMARCA,Entidad 116,Licitacion publica,"61.268.046,60",2025-08-15
C-018976,ANTIOQUIA,Entidad 140,Seleccion abreviada,"60.223.769,08",2025-11-13
C-018977,BOGOTA D.C.,Entidad 292,Licitacion publica,"39.347.545,02",2025-06-03
C-018978,VALLE DEL CAUCA,Entidad 053,Seleccion abreviada,"8.617.709,34",2025-08-25
C-018979,ANTIOQUIA,Entidad 232,Minima cuantia,"15.556.470,18",2025-01-12
C-018980,VAUPES,Entidad 222,Seleccion abreviada,"122.002.035,62",2025-06-24
C-018981,QUINDIO,Entidad 234,Seleccion abreviada,"44.578.913,97",2025-06-17
C-018982,ANTIOQUIA,Entidad 249,Minima cuantia,"5.339.137,50",2025-08-16
C-018983,VALLE DEL CAUCA,Entidad 257,Minima cuantia,"4.074.670,78",2025-10-12
C-018984,BOGOTA D.C.,Entidad 298,Licitacion publica,"5.619.907,33",2025-06-26
C-018985,BOGOTA D.C.,Entidad 187,Seleccion abreviada,"25.039.846,46",2025-03-05
C-018986,BOGOTA D.C.,Entidad 341,Contratacion directa,"5.928.246,33",2025-11-12
C-018987,VALLE DEL CAUCA,Entidad 219,Minima cuantia,"49.159.677,82",2025-11-03
C-018988,ATLANTICO,Entidad 205,Contratacion directa,"83.972.945,03",2025-05-22
C-018989,CUNDINAMARCA,Entidad 311,Minima cuantia,"61.147.075,66",2025-10-11
C-018990,BOGOTA D.C.,Entidad 110,Minima cuantia,"46.195.213,69",2025-02-17
C-018991,BOGOTA D.C.,Entidad 213,Minima cuantia,"81.413.135,52",2025-07-20
C-018992,ANTIOQUIA,Entidad 235,Contratacion directa,"35.933.269,76",2025-03-05
C-018993,BOGOTA D.C.,Entidad 289,Licitacion publica,"90.414.550,97",2025-04-25
C-018994,RISARALDA,Entidad 315,Contratacion directa,"34.740.743,04",2025-07-07
C-018995,CUNDINAMARCA,Entidad 118,Seleccion abreviada,"28.093.802,27",2025-12-02
C-018996,TOLIMA,Entidad 027,Licitacion publica,"70.371.940,51",2025-10-23
C-018997,BOGOTA D.C.,Entidad 163,Contratacion directa,"37.869.424,24",2025-09-13
C-018998,BOGOTA D.C.,Entidad 232,Minima cuantia,"20.140.495,04",2025-01-07
C-018999,BOGOTA D.C.,Entidad 070,Minima cuantia,"98.702.785,21",2025-09-10
C-019000,ANTIOQUIA,Entidad 333,Licitacion publica,"26.903.854,94",2025-11-27
C-019001,RISARALDA,Entidad 171,Minima cuantia,"63.114.247,68",2025-08-18
C-019002,ATLANTICO,Entidad 261,Seleccion abreviada,"5.026.640,21",2025-03-06
C-019003,ANTIOQUIA,Entidad 282,Minima cuantia,"35.245.874,29",2025-05-24
C-019004,ATLANTICO,Entidad 084,Licitacion publica,"6.117.971,28",2025-04-12
C-019005,SANTANDER,Entidad 026,Licitacion publica,"72.999.163,11",2025-11-28
C-019006,TOLIMA,Entidad 003,Contratacion directa,"21.408.598,12",2025-02-11
C-019007,CAUCA,Entidad 046,Seleccion abreviada,"185.448.466,48",2025-11-28
C-019008,BOGOTA D.C.,Entidad 226,Licitacion publica,"121.151.044,84",2025-05-08
C-019009,HUILA,Entidad 172,Licitacion publica,"10.173.064,69",2025-01-09
C-019010,BOGOTA D.C.,Entidad 256,Seleccion abreviada,"25.278.846,76",2025-02-25
C-019011,BOGOTA D.C.,Entidad 224,Contratacion directa,"76.684.945,32",2025-09-03
C-019012,VALLE DEL CAUCA,Entidad 220,Minima cuantia,"30.582.191,27",2025-08-12
C-019013,CESAR,Entidad 229,Contratacion directa,"7.981.160,69",2025-11-12
C-019014,ANTIOQUIA,Entidad 315,Minima cuantia,"14.829.477,69",2025-05-27
C-019015,RISARALDA,Entidad 223,Licitacion publica,"23.688.046,32",2025-09-02
C-019016,BOLIVAR,Entidad 376,Minima cuantia,"14.315.560,14",2025-10-18
C-019017,BOGOTA D.C.,Entidad 116,Contratacion directa,"21.852.650,23",2025-12-20
C-019018,ANTIOQUIA,Entidad 135,Seleccion abreviada,"30.937.481,72",2025-01-04
C-019019,ANTIOQUIA,Entidad 055,Minima cuantia,"21.108.503,20",2025-01-23
C-019020,ANTIOQUIA,Entidad 306,Seleccion abreviada,"23.874.762,02",2025-11-24
C-019021,BOGOTA D.C.,Entidad 381,Licitacion publica,"164.743.639,07",2025-10-06
C-019022,NARINO,Entidad 088,Contratacion directa,"41.292.564,79",2025-02-25
C-019023,SANTANDER,Entidad 042,Licitacion publica,"36.123.205,48",2025-02-20
C-019024,BOGOTA D.C.,Entidad 082,Seleccion abreviada,"90.316.232,99",2025-11-19
C-019025,BOGOTA D.C.,Entidad 362,Minima cuantia,"2.598.971,12",2025-12-19
C-019026,HUILA,Entidad 295,Minima cuantia,"30.475.040,20",2025-03-21
C-019027,ANTIOQUIA,Entidad 375,Contratacion directa,"38.081.180,33",2025-12-13
C-019028,ANTIOQUIA,Entidad 346,Contratacion directa,"30.827.217,33",2025-01-16
C-019029,BOLIVAR,Entidad 103,Seleccion abreviada,"23.420.190,42",2025-11-07
C-019030,ANTIOQUIA,Entidad 381,Contratacion directa,"85.618.956,86",2025-09-25
C-019031,CUNDINAMARCA,Entidad 316,Contratacion directa,"6.270.685,89",2025-03-20
C-019032,BOGOTA D.C.,Entidad 131,Licitacion publica,"43.039.395,26",2025-11-28
C-019033,QUINDIO,Entidad 107,Licitacion publica,"97.480.545,38",2025-01-24
C-019034,BOGOTA D.C.,Entidad 175,Licitacion publica,"40.205.001,06",2025-10-14
C-019035,ANTIOQUIA,Entidad 304,Minima cuantia,"11.495.197,04",2025-10-14
C-019036,ANTIOQUIA,Entidad 238,Licitacion publica,"101.849.157,11",2025-07-07
C-019037,BOGOTA D.C.,Entidad 039,Minima cuantia,"49.042.352,38",2025-01-23
C-019038,QUINDIO,Entidad 268,Minima cuantia,"9.872.555,64",2025-05-20
C-019039,VALLE DEL CAUCA,Entidad 368,Licitacion publica,"19.013.536,08",2025-12-23
C-019040,BOGOTA D.C.,Entidad 189,Minima cuantia,"12.087.290,76",2025-05-26
C-019041,BOGOTA D.C.,Entidad 265,Seleccion abreviada,"64.222.768,67",2025-11-22
C-019042,ANTIOQUIA,Entidad 349,Licitacion publica,"9.047.406,89",2025-09-12
C-019043,VALLE DEL CAUCA,Entidad 336,Contratacion directa,"7.563.118,09",2025-04-14
C-019044,ANTIOQUIA,Entidad 201,Contratacion directa,"59.343.026,08",2025-08-04
C-019045,SANTANDER,Entidad 260,Seleccion abreviada,"32.731.431,72",2025-03-07
C-019046,ANTIOQUIA,Entidad 114,Licitacion publica,"6.105.440,03",2025-04-05
C-019047,BOGOTA D.C.,Entidad 008,Contratacion directa,"13.434.533,30",2025-01-15
C-019048,SANTANDER,Entidad 051,Minima cuantia,"35.327.075,19",2025-03-04
C-019049,BOGOTA D.C.,Entidad 111,Seleccion abreviada,"87.821.530,49",2025-10-20
C-019050,BOGOTA D.C.,Entidad 202,Licitacion publica,"23.249.506,30",2025-04-12
C-019051,SANTANDER,Entidad 309,Seleccion abreviada,"574.728.771,88",2025-07-04
C-019052,CESAR,Entidad 261,Minima cuantia,"11.278.118,44",2025-05-23
C-019053,CAUCA,Entidad 047,Contratacion directa,"7.458.679,87",2025-10-26
C-019054,ANTIOQUIA,Entidad 296,Licitacion publica,"5.754.354,41",2025-04-24
C-019055,BOGOTA D.C.,Entidad 029,Contratacion directa,"15.091.884,90",2025-09-28
C-019056,CUNDINAMARCA,Entidad 336,Licitacion publica,"2.611.000,13",2025-02-06
C-019057,BOYACA,Entidad 087,Seleccion abreviada,"1.729.319,09",2025-11-08
C-019058,BOGOTA D.C.,Entidad 268,Minima cuantia,"15.206.461,88",2025-02-08
C-019059,ANTIOQUIA,Entidad 203,Seleccion abreviada,"94.900.858,51",2025-01-01
C-019060,CUNDINAMARCA,Entidad 127,Seleccion abreviada,"19.055.016,38",2025-04-26
C-019061,ANTIOQUIA,Entidad 176,Minima cuantia,"13.179.610,84",2025-05-27
C-019062,BOGOTA D.C.,Entidad 175,Seleccion abreviada,"25.974.313,56",2025-11-10
C-019063,ANTIOQUIA,Entidad 084,Minima cuantia,"44.646.960,93",2025-05-03
C-019064,ATLANTICO,Entidad 217,Contratacion directa,"30.078.277,41",2025-04-17
C-019065,TOLIMA,Entidad 079,Licitacion publica,"137.956.468,28",2025-11-10
C-019066,NARINO,Entidad 067,Contratacion directa,"8.191.767,49",2025-04-03
C-019067,VALLE DEL CAUCA,Entidad 316,Minima cuantia,"6.276.700,00",2025-09-13
C-019068,BOGOTA D.C.,Entidad 396,Seleccion abreviada,"5.927.424,33",2025-03-09
C-019069,BOGOTA D.C.,Entidad 336,Contratacion directa,"50.771.121,65",2025-08-25
C-019070,BOGOTA D.C.,Entidad 332,Licitacion publica,"25.918.964,02",2025-10-24
C-019071,RISARALDA,Entidad 382,Seleccion abreviada,"14.013.760,95",2025-10-20
C-019072,BOGOTA D.C.,Entidad 133,Seleccion abreviada,"28.347.270,63",2025-07-14
C-019073,NARINO,Entidad 089,Contratacion directa,"34.132.693,99",2025-08-09
C-019074,BOGOTA D.C.,Entidad 134,Licitacion publica,"26.765.882,06",2025-10-19
C-019075,CUNDINAMARCA,Entidad 338,Contratacion directa,"7.482.457,27",2025-10-12
C-019076,BOGOTA D.C.,Entidad 224,Licitacion publica,"419.053.676,30",2025-10-09
C-019077,ANTIOQUIA,Entidad 146,Licitacion publica,"4.973.392,22",2025-07-15
C-019078,BOGOTA D.C.,Entidad 243,Seleccion abreviada,"9.042.496,13",2025-05-16
C-019079,SANTANDER,Entidad 017,Licitacion publica,"136.217.830,52",2025-07-07
C-019080,BOYACA,Entidad 135,Seleccion abreviada,"56.546.370,15",2025-04-14
C-019081,CUNDINAMARCA,Entidad 275,Seleccion abreviada,"19.073.152,60",2025-08-07
C-019082,SANTANDER,Entidad 099,Licitacion publica,"56.567.425,30",2025-08-13
C-019083,HUILA,Entidad 132,Licitacion publica,"20.291.490,33",2025-03-17
C-019084,BOGOTA D.C.,Entidad 092,Licitacion publica,"33.368.878,34",2025-12-24
C-019085,ANTIOQUIA,Entidad 313,Contratacion directa,"73.288.266,14",2025-01-13
C-019086,BOGOTA D.C.,Entidad 381,Seleccion abreviada,"33.141.093,91",2025-06-21
C-019087,VALLE DEL CAUCA,Entidad 075,Minima cuantia,"69.490.467,35",2025-10-08
C-019088,ATLANTICO,Entidad 017,Minima cuantia,"21.847.469,24",2025-02-03
C-019089,BOGOTA D.C.,Entidad 322,Seleccion abreviada,"161.330.077,21",2025-10-04
C-019090,BOGOTA D.C.,Entidad 296,Seleccion abreviada,"21.894.795,08",2025-03-13
C-019091,VALLE DEL CAUCA,Entidad 241,Licitacion publica,"114.224.726,59",2025-02-20
C-019092,BOGOTA D.C.,Entidad 093,Contratacion directa,"35.994.083,97",2025-11-16
C-019093,BOGOTA D.C.,Entidad 093,Minima cuantia,"85.326.087,37",2025-03-18
C-019094,CESAR,Entidad 016,Licitacion publica,"104.818.769,11",2025-04-01
C-019095,SANTANDER,Entidad 188,Seleccion abreviada,"67.493.824,42",2025-03-28
C-019096,BOGOTA D.C.,Entidad 348,Licitacion publica,"120.139.121,06",2025-03-14
C-019097,SANTANDER,Entidad 199,Contratacion directa,"23.206.177,35",2025-08-20
C-019098,VALLE DEL CAUCA,Entidad 110,Seleccion abreviada,"25.735.305,75",2025-07-14
C-019099,VALLE DEL CAUCA,Entidad 358,Seleccion abreviada,"51.500.668,64",2025-04-17
C-019100,BOGOTA D.C.,Entidad 159,Licitacion publica,"86.043.251,46",2025-04-05
C-019101,BOGOTA D.C.,Entidad 123,Contratacion directa,"19.704.382,64",2025-01-18
C-019102,VALLE DEL CAUCA,Entidad 362,Seleccion abreviada,"115.902.380,56",2025-09-20
C-019103,BOGOTA D.C.,Entidad 244,Seleccion abreviada,"43.589.975,39",2025-05-07
C-019104,ATLANTICO,Entidad 393,Minima cuantia,"427.663.749,53",2025-07-14
C-019105,CUNDINAMARCA,Entidad 048,Contratacion directa,"14.554.193,47",2025-03-03
C-019106,NARINO,Entidad 332,Seleccion abreviada,"24.796.029,76",2025-08-17
C-019107,CUNDINAMARCA,Entidad 228,Seleccion abreviada,"20.726.836,27",2025-09-28
C-019108,SANTANDER,Entidad 191,Seleccion abreviada,"7.236.272,67",2025-08-28
C-019109,BOGOTA D.C.,Entidad 339,Seleccion abreviada,"27.889.963,03",2025-03-21
C-019110,BOYACA,Entidad 014,Seleccion abreviada,"94.668.526,07",2025-03-07
C-019111,BOGOTA D.C.,Entidad 233,Seleccion abreviada,"119.443.930,04",2025-08-01
C-019112,VALLE DEL CAUCA,Entidad 083,Seleccion abreviada,"12.835.644,22",2025-11-26
C-019113,SANTANDER,Entidad 063,Contratacion directa,"4.139.494,24",2025-11-15
C-019114,BOGOTA D.C.,Entidad 008,Seleccion abreviada,"72.187.022,20",2025-03-24
C-019115,NARINO,Entidad 275,Minima cuantia,"9.770.150,73",2025-01-02
C-019116,ATLANTICO,Entidad 022,Seleccion abreviada,"104.720.841,23",2025-03-07
C-019117,SANTANDER,Entidad 385,Contratacion directa,"41.758.254,98",2025-02-28
C-019118,ANTIOQUIA,Entidad 114,Licitacion publica,"7.368.878,69",2025-12-15
C-019119,BOGOTA D.C.,Entidad 398,Contratacion directa,"50.616.594,84",2025-09-15
C-019120,BOGOTA D.C.,Entidad 325,Licitacion publica,"95.588.745,54",2025-12-21
C-019121,ATLANTICO,Entidad 214,Licitacion publica,"12.398.632,66",2025-05-05
C-019122,BOGOTA D.C.,Entidad 155,Seleccion abreviada,"51.598.412,25",2025-10-13
C-019123,BOGOTA D.C.,Entidad 194,Licitacion publica,"11.251.474,94",2025-08-26
C-019124,QUINDIO,Entidad 218,Minima cuantia,"8.527.111,65",2025-09-28
C-019125,CUNDINAMARCA,Entidad 378,Contratacion directa,"24.693.592,07",2025-11-28
C-019126,CAUCA,Entidad 197,Seleccion abreviada,"40.419.865,21",2025-10-15
C-019127,VALLE DEL CAUCA,Entidad 249,Licitacion publica,"227.210.418,74",2025-07-10
C-019128,ATLANTICO,Entidad 328,Licitacion publica,"2.323.043,75",2025-02-15
C-019129,ANTIOQUIA,Entidad 197,Contratacion directa,"30.934.883,83",2025-11-20
C-019130,BOGOTA D.C.,Entidad 314,Contratacion directa,"17.705.989,18",2025-08-15
C-019131,BOGOTA D.C.,Entidad 335,Licitacion publica,"30.413.118,40",2025-07-12
C-019132,ANTIOQUIA,Entidad 324,Minima cuantia,"23.762.459,09",2025-07-05
C-019133,SANTANDER,Entidad 333,Licitacion publica,"26.312.188,68",2025-08-13
C-019134,ANTIOQUIA,Entidad 181,Seleccion abreviada,"48.765.350,71",2025-12-16
C-019135,SANTANDER,Entidad 038,Licitacion publica,"50.309.867,41",2025-12-25
C-019136,BOGOTA D.C.,Entidad 011,Contratacion directa,"5.714.671,00",2025-06-24
C-019137,ANTIOQUIA,Entidad 197,Seleccion abreviada,"28.729.863,49",2025-04-18
C-019138,TOLIMA,Entidad 278,Contratacion directa,"29.855.171,46",2025-05-04
C-019139,ANTIOQUIA,Entidad 248,Minima cuantia,"32.255.591,24",2025-06-27
C-019140,ANTIOQUIA,Entidad 398,Contratacion directa,"26.631.765,49",2025-10-21
C-019141,BOGOTA D.C.,Entidad 242,Contratacion directa,"63.104.557,67",2025-03-22
C-019142,ANTIOQUIA,Entidad 311,Seleccion abreviada,"8.471.526,36",2025-04-18
C-019143,BOGOTA D.C.,Entidad 140,Minima cuantia,"32.476.088,13",2025-06-05
C-019144,ATLANTICO,Entidad 138,Contratacion directa,"28.234.331,44",2025-07-27
C-019145,ANTIOQUIA,Entidad 097,Seleccion abreviada,"14.859.470,67",2025-01-13
C-019146,BOGOTA D.C.,Entidad 044,Minima cuantia,"20.809.080,91",2025-04-05
C-019147,CUNDINAMARCA,Entidad 321,Seleccion abreviada,"21.813.744,55",2025-03-14
C-019148,BOGOTA D.C.,Entidad 012,Contratacion directa,"50.445.513,22",2025-12-24
C-019149,BOLIVAR,Entidad 329,Seleccion abreviada,"34.452.627,17",2025-07-08
C-019150,CUNDINAMARCA,Entidad 007,Minima cuantia,"150.283.342,42",2025-02-06
C-019151,QUINDIO,Entidad 215,Contratacion directa,"112.244.423,99",2025-06-06
C-019152,BOGOTA D.C.,Entidad 319,Minima cuantia,"36.849.828,83",2025-02-22
C-019153,CALDAS,Entidad 110,Minima cuantia,"12.927.049,94",2025-08-11
C-019154,ATLANTICO,Entidad 030,Licitacion publica,"122.454.532,20",2025-03-14
C-019155,BOGOTA D.C.,Entidad 203,Contratacion directa,"133.851.349,71",2025-06-27
C-019156,CUNDINAMARCA,Entidad 180,Contratacion directa,"3.379.264,66",2025-01-28
C-019157,BOLIVAR,Entidad 170,Seleccion abreviada,"10.621.291,95",2025-03-16
C-019158,VALLE DEL CAUCA,Entidad 138,Licitacion publica,"68.108.802,64",2025-04-01
C-019159,HUILA,Entidad 244,Contratacion directa,"27.625.653,49",2025-08-05
C-019160,CALDAS,Entidad 181,Minima cuantia,"109.706.596,45",2025-02-22
C-019161,SANTANDER,Entidad 375,Minima cuantia,"33.507.051,84",2025-10-15
C-019162,BOGOTA D.C.,Entidad 163,Minima cuantia,"322.847.370,82",2025-11-01
C-019163,BOGOTA D.C.,Entidad 181,Contratacion directa,"15.771.472,76",2025-07-28
C-019164,ANTIOQUIA,Entidad 230,Minima cuantia,"6.013.340,26",2025-01-10
C-019165,BOGOTA D.C.,Entidad 008,Minima cuantia,"38.138.501,18",2025-04-25
C-019166,ANTIOQUIA,Entidad 213,Seleccion abreviada,"56.654.817,76",2025-08-27
C-019167,BOYACA,Entidad 148,Seleccion abreviada,"310.239.810,09",2025-12-15
C-019168,BOGOTA D.C.,Entidad 065,Contratacion directa,"6.282.698,58",2025-10-06
C-019169,BOGOTA D.C.,Entidad 099,Contratacion directa,"13.945.717,28",2025-10-18
C-019170,BOGOTA D.C.,Entidad 028,Licitacion publica,"77.129.466,51",2025-07-04
C-019171,BOGOTA D.C.,Entidad 208,Licitacion publica,"30.635.899,95",2025-02-06
C-019172,CUNDINAMARCA,Entidad 248,Seleccion abreviada,"3.686.693,69",2025-01-23
C-019173,TOLIMA,Entidad 137,Minima cuantia,"41.815.475,28",2025-03-19
C-019174,ANTIOQUIA,Entidad 058,Contratacion directa,"162.807.542,38",2025-05-03
C-019175,ANTIOQUIA,Entidad 234,Licitacion publica,"27.491.059,11",2025-06-22
C-019176,CUNDINAMARCA,Entidad 144,Seleccion abreviada,"35.747.949,87",2025-12-07
C-019177,ANTIOQUIA,Entidad 334,Contratacion directa,"63.297.982,86",2025-05-23
C-019178,SANTANDER,Entidad 107,Minima cuantia,"25.231.507,72",2025-04-09
C-019179,SANTANDER,Entidad 182,Minima cuantia,"29.833.061,84",2025-09-11
C-019180,BOGOTA D.C.,Entidad 390,Licitacion publica,"4.297.322,86",2025-08-07
C-019181,CESAR,Entidad 002,Contratacion directa,"11.483.418,80",2025-08-06
C-019182,ANTIOQUIA,Entidad 136,Licitacion publica,"8.313.409,12",2025-07-17
C-019183,BOGOTA D.C.,Entidad 038,Seleccion abreviada,"24.764.006,01",2025-10-23
C-019184,VALLE DEL CAUCA,Entidad 348,Contratacion directa,"12.680.927,16",2025-12-27
C-019185,CUNDINAMARCA,Entidad 161,Minima cuantia,"472.515.467,61",2025-10-22
C-019186,BOGOTA D.C.,Entidad 361,Seleccion abreviada,"5.786.557,02",2025-01-01
C-019187,CALDAS,Entidad 258,Seleccion abreviada,"15.436.949,44",2025-07-15
C-019188,BOGOTA D.C.,Entidad 171,Licitacion publica,"39.050.895,96",2025-10-09
C-019189,BOGOTA D.C.,Entidad 391,Licitacion publica,"23.629.263,00",2025-02-17
C-019190,ANTIOQUIA,Entidad 212,Minima cuantia,"25.844.611,39",2025-01-01
C-019191,ATLANTICO,Entidad 107,Minima cuantia,"13.221.605,48",2025-06-23
C-019192,BOGOTA D.C.,Entidad 274,Licitacion publica,"24.102.349,03",2025-07-06
C-019193,CUNDINAMARCA,Entidad 237,Licitacion publica,"7.830.313,98",2025-06-06
C-019194,BOGOTA D.C.,Entidad 394,Licitacion publica,"129.912.955,19",2025-05-08
C-019195,TOLIMA,Entidad 273,Seleccion abreviada,"16.093.943,07",2025-10-08
C-019196,ANTIOQUIA,Entidad 117,Seleccion abreviada,"49.586.690,10",2025-12-19
C-019197,BOGOTA D.C.,Entidad 381,Seleccion abreviada,"60.891.378,34",2025-06-01
